text,created_at
RT @USCG: Thank you to @POTUS and all who came out yesterday to our Nation's Capital #IndependenceDay celebration. Happy 243rd Birthday Ame…,7/12/2019 2:25
#SocialMediaSummit @WhiteHouse https://t.co/Z7tlvC3QUN,7/12/2019 0:37
Each of you is fulfilling a vital role in our nation – you are challenging the media gatekeepers and the corporate censors to bring the facts straight to the American People. Together you reach more people than any television broadcast BY FAR! #SocialMediaSummit https://t.co/iWePOOhLgp,7/12/2019 0:31
...and International. We have only one real currency in the USA and it is stronger than ever both dependable and reliable. It is by far the most dominant currency anywhere in the World and it will always stay that way. It is called the United States Dollar!,7/12/2019 0:15
....Similarly Facebook Libra’s “virtual currency” will have little standing or dependability. If Facebook and other companies want to become a bank they must seek a new Banking Charter and become subject to all Banking Regulations just like other Banks both National...,7/12/2019 0:15
I am not a fan of Bitcoin and other Cryptocurrencies which are not money and whose value is highly volatile and based on thin air. Unregulated Crypto Assets can facilitate unlawful behavior including drug trade and other illegal activity....,7/12/2019 0:15
To everyone on the Gulf Coast: As you make preparations to protect your homes &amp; loved ones from flooding &amp; the coming storm it is imperative that you heed the directions of @FEMA State &amp; Local Officials. We are working closely w/ them. Please be prepared be careful &amp; be SAFE!,7/11/2019 23:57
Today I am directing my Administration to explore all regulatory and legislative solutions to protect the free speech rights of ALL AMERICANS. We hope to see more transparency more accountability and more FREEDOM! #SocialMediaSummit https://t.co/i6th5qtfAj,7/11/2019 23:01
...or a very nervous and skinny version of Pocahontas (1/1024th) as your President rather than what you have now so great looking and smart a true Stable Genius! Sorry to say that even Social Media would be driven out of business along with and finally the Fake News Media!,7/11/2019 15:52
...years or maybe 10 or 14 (just kidding) they will quickly go out of business for lack of credibility or approval from the public. That’s why they will all be Endorsing me at some point one way or the other. Could you imagine having Sleepy Joe Biden or Alfred E. Newman...,7/11/2019 15:52
...The Fake News is not as important or as powerful as Social Media. They have lost tremendous credibility since that day in November 2016 that I came down the escalator with the person who was to become your future First Lady. When I ultimately leave office in six...,7/11/2019 15:52
A big subject today at the White House Social Media Summit will be the tremendous dishonesty bias discrimination and suppression practiced by certain companies. We will not let them get away with it much longer. The Fake News Media will also be there but for a limited period..,7/11/2019 15:52
So happy that I was able to keep Sikorsky Helicopter in the Great State of Pennsylvania. KEEP AMERICA GREAT!,7/11/2019 15:08
Dow just hit 27000 for first time EVER!,7/11/2019 14:52
“It seems that the Brits and the French and the Germans are coming around to the idea that the Iranians are up to no good!” @BillHemmer @FoxNews,7/11/2019 14:12
Mexico is doing great at the Border but China is letting us down in that they have not been buying the agricultural products from our great Farmers that they said they would. Hopefully they will start soon!,7/11/2019 14:04
Will be a big and exciting day at the White House for Social Media!,7/11/2019 14:01
....conflicted and compromised Mueller again. He said he was “done” after his last 9 minute speech and that he had nothing more to say outside of the No Collusion No Obstruction Report. Enough already go back to work! I won unanimously the big Emoluments case yesterday!,7/11/2019 14:00
Now the Democrats have asked to see 12 more people who have already spent hours with Robert Mueller and spent a fortune on lawyers in so doing. How many bites at the apple do they get before working on Border Loopholes and Asylum. They also want to interview the highly......,7/11/2019 14:00
Democrats had to quickly take down a tweet called “Kids In Cages Inhumane Treatment at the Border” because the horrible picture used was from the Obama years. Very embarrassing! @foxandfriends,7/11/2019 12:08
....And remember a bank that I did use years ago the now badly written about and maligned Deutsche Bank was then one of the largest and most prestigious banks in the world! They wanted my business and so did many others!,7/11/2019 11:45
The Fake News Media loves the narrative that I didn’t use many banks because the banks didn’t like me. No I didn’t use many banks because I didn’t (don’t) need their money (old fashioned isn’t it?). If I did it would have been very easy for me to get.,7/11/2019 11:45
....the number of people who are no longer looking for jobs but who are now seeing the opportunity for job growth you’ve got to give the President an A Plus for that.”  Thank you Robert one of our great business leaders!,7/11/2019 11:42
Robert Johnson B.E.T. “I give the President a lot of credit for moving the Economy in a positive direction that’s benefiting a large number of Americans. I think the Tax Cuts clearly helped stimulate the Economy. Overall if you look at the U.S. Economy and you look at.....,7/11/2019 11:42
....months the lowest since 1972.” The Wall Street Journal Editorial Board A Tale of Two Economies. @IngrahamAngle,7/11/2019 11:39
“Nearly one million more blacks and two million more Hispanics are employed than when Barrack Obama left office and minorities account for more than half of all new jobs created during the Trump Presidency. Unemployment among black women has hovered near 5% for the last six.....,7/11/2019 11:39
The Pledge of Allegiance to our great Country in St. Louis Park Minnesota is under siege. That is why I am going to win the Great State of Minnesota in the 2020 Election. People are sick and tired of this stupidity and disloyalty to our wonderful USA!,7/11/2019 11:37
...or a very nervous and skinny version of Pocahontas (1000/24th) as your President rather than what you have now so great looking and smart a true Stable Genius! Sorry to say that even Social Media would be driven out of business along with and finally the Fake News Media!,7/11/2019 11:30
....years or maybe 10 or 14 (just kidding) they will quickly go out of business for lack of credibility or approval from the public. That’s why they will all be Endorsing me at some point one way or the other. Could you imagine having Sleepy Joe Biden or @AlfredENeuman99..,7/11/2019 11:30
....The Fake News is not as important or as powerful as Social Media. They have lost tremendous credibility since that day in November 2016 that I came down the escalator with the person who was to become your future First Lady. When I ultimately leave office in six......,7/11/2019 11:30
A big subject today at the White House Social Media Summit will be the tremendous dishonesty bias discrimination and suppression practiced by certain companies. We will not let them get away with it much longer. The Fake News Media will also be there but for a limited period..,7/11/2019 11:30
The White House will be hosting a very big and very important Social Media Summit today. Would I have become President without Social Media? Yes (probably)! At its conclusion we will all go to the beautiful Rose Garden for a News Conference on the Census and Citizenship.,7/11/2019 10:39
RT @KTHopkins: God-willing / jihadi-failing I am going to be alive to see Trump in the White House Boris in Number 10Netanyahu building…,7/11/2019 5:43
THANK YOU BILL! https://t.co/ToNeu9OGuM,7/11/2019 0:12
Thank you so much @JonVoight!https://t.co/7aj57QH57l,7/11/2019 0:08
....Thank you to Lockheed Martin one of the USA’s truly great companies!,7/11/2019 0:06
I was just informed by Marillyn Hewson CEO of Lockheed Martin of her decision to keep the Sikorsky Helicopter Plant in Coatesville Pennsylvania open and humming! We are very proud of Pennsylvania and the people who work there....,7/11/2019 0:06
Congratulations to @DrGregMurphy1 of North Carolina (#NC03) on his great primary victory for the United States Congress. Greg is tough on Crime Borders and loves our Second Amendment our Military and our Vets. He has my Complete and Total Endorsement!,7/11/2019 0:05
Today on this “USMCA Day of Action” thousands of grassroots supporters are urging Congress to pass the great bipartisan USMCA. USMCA = more JOBS for American workers more economic growth and more OPPORTUNITY for our farmers ranchers and businesses. #USMCAnow https://t.co/sYMhKSDu5w,7/10/2019 23:38
Thank you Robert Johnson! https://t.co/kE4W2m9OoM,7/10/2019 23:19
My Administration is taking groundbreaking action to bring new hope to millions of Americans suffering from kidney disease. Today I signed an Executive Order Advancing American Kidney Health...https://t.co/tAlFdDSTUU,7/10/2019 16:59
....serving and doing a great job as your President (including accepting Zero salary!).,7/10/2019 15:06
Word just out that I won a big part of the Deep State and Democrat induced Witch Hunt. Unanimous decision in my favor from The United States Court of Appeals For The Fourth Circuit on the ridiculous Emoluments Case. I don’t make money but lose a fortune for the honor of.....,7/10/2019 15:06
RT @realDonaldTrump: https://t.co/4c8wlQzrlF,7/10/2019 14:46
Iran has long been secretly “enriching” in total violation of the terrible 150 Billion Dollar deal made by John Kerry and the Obama Administration. Remember that deal was to expire in a short number of years. Sanctions will soon be increased substantially!,7/10/2019 14:14
The Dems Witch Hunt continues! https://t.co/jHEPN84IGK,7/10/2019 13:54
RT @RepMarkMeadows: Reminder: not only are prominent Democrats calling to decriminalize border crossings—every single Democrat on the secon…,7/10/2019 13:50
RT @marklevinshow: Once again CNN comes to the defense of rabid anti-Semite Ilhan Omar https://t.co/XNuN4HC4vj,7/10/2019 13:46
....done a great job of reducing crime in the African American Community because more African Americans are at work today. Trump is not a Racist he’s a Businessman. Because he’s a great businessman he’s pushing for lives to be better.” Michael Brown CEO Hydromatic Tech,7/10/2019 13:44
“Our company has grown since Trump has taken control of the White House &amp; the Presidency in the sense that we have better opportunities now to do what we’ve been wanting to do for quite some time and that is to create manufacturing jobs. I believe that President Trump has.....,7/10/2019 13:44
“FBI’s Christopher Steele (FAKE) Story Falls Apart: False Intel &amp; Media Contacts Were Flagged Before FISA.” John Solomon The Hill. @seanhannity,7/10/2019 3:30
“The reality is that this was a plot from the very beginning to frame Trump....” @RudyGiuliani https://t.co/tMyNEPppm6,7/10/2019 2:50
https://t.co/HJYYPsJ3Mf,7/10/2019 2:11
https://t.co/4c8wlQzrlF,7/10/2019 2:07
So now the Obama appointed judge on the Census case (Are you a Citizen of the United States?) won’t let the Justice Department use the lawyers  that it wants to use. Could this be a first?,7/10/2019 1:44
More and more the Radical Left is using Commerce to hurt their “Enemy.” They put out the name of a store brand or company and ask their so-called followers not to do business there. They don’t care who gets hurt but also don’t understand that two can play that game!,7/10/2019 1:36
....to your favorite President me! These people are vicious and totally crazed but remember there are far more great people (“Deplorables”) in this country than bad. Do to them what they do to you. Fight for Bernie Marcus and Home Depot!,7/10/2019 1:30
A truly great patriotic &amp; charitable man Bernie Marcus the co-founder of Home Depot who at the age of 90 is coming under attack by the Radical Left Democrats with one of their often used weapons. They don’t want people to shop at those GREAT stores because he contributed....,7/10/2019 1:30
....Why would Kentucky ever think of giving up the most powerful position in Congress the Senate Majority Leader for a freshman Senator with little power in what will hopefully be the minority party. We need Mitch in the Senate to Keep America Great!!,7/10/2019 0:13
Democrats are coming after our great Kentucky Senator Mitch McConnell with someone who compared my election to September 11th....,7/10/2019 0:13
After a wonderful dinner at the @USTreasury last night with the Amir of Qatar @TamimBinHamad it was my great honor to welcome him to the @WhiteHouse this afternoon! https://t.co/SB9DGA7dgo,7/9/2019 19:44
RT @RepMarkMeadows: This was amazing news from over the weekend — 224000 jobs created in June blowing away expectations of 160000 jobs!…,7/9/2019 14:38
RT @RepMarkMeadows: Barr is absolutely right about the Mueller testimony being a public spectacle... that’s all it ever was. Democrats' M…,7/9/2019 14:38
....healthcare (Obamacare) to stay in place when it would have been replaced by something far better shows how incredibly important our upcoming 2020 Election is. I have long heard that the appointment of Supreme Court Justices is a President’s most important decision. SO TRUE!,7/9/2019 14:31
Recent “strained” decisions by the United States Supreme Court some so simple as allowing the question “Are you a citizen of the United States” on our very expensive Census Report or the even more strained decisions (2) allowing the world’s most expensive &amp; pathetic......,7/9/2019 14:31
India has long had a field day putting Tariffs on American products. No longer acceptable!,7/9/2019 12:44
Food Stamp participation hits 10 year low. Wow! @OANN,7/9/2019 12:42
“With President Trump at the helm not only is America getting great again but he’s going to make our estuaries our rivers our water - everything better - the things he is doing and done are just helping America tremendously.” Thank you to Bruce Hrobak @foxandfriends,7/9/2019 12:38
Outrage is growing in the Great State of Minnesota where our Patriots are now having to fight for the right to say the Pledge of Allegiance. I will be fighting with you! @foxandfriends,7/9/2019 12:18
“I agree with the President the Supreme Court got it wrong. There should be a question about Citizenship on the Census. A.G. Barr sees a pathway to add the Citizenship Question.”  Steve Doocy @foxandfriends  Working hard on something that should be so easy. People are fed up!,7/9/2019 12:02
....and they are both only getting bigger better and stronger.....Thank you Mr. President!,7/9/2019 11:48
...handled. I told @theresa_may how to do that deal but she went her own foolish way-was unable to get it done. A disaster! I don’t know the Ambassador but have been told he is a pompous fool. Tell him the USA now has the best Economy &amp; Military  anywhere in the World by far...,7/9/2019 11:48
The wacky Ambassador that the U.K. foisted upon the United States is not someone we are thrilled with a very stupid guy. He should speak to his country and Prime Minister May about their failed Brexit negotiation and not be upset with my criticism of how badly it was...,7/9/2019 11:48
Very good numbers on the economy. Much potential for growth. Trade deals being negotiated or being set up for negotiation. We have been treated very unfairly (to put it mildly) by other countries for many years but that is changing!,7/9/2019 11:05
Spoke to @GOPLeader Kevin McCarthy about the earthquakes in California and informed him that we will be working very closely on emergency funding. Also spoke to Governor @GavinNewsom - all working together!,7/8/2019 23:02
....thought of within the U.S. We will no longer deal with him. The good news for the wonderful United Kingdom is that they will soon have a new Prime Minister. While I thoroughly enjoyed the magnificent State Visit last month it was the Queen who I was most impressed with!,7/8/2019 18:31
I have been very critical about the way the U.K. and Prime Minister Theresa May handled Brexit. What a mess she and her representatives have created. I told her how it should be done but she decided to go another way. I do not know the Ambassador but he is not liked or well....,7/8/2019 18:31
Brilliant Constitutional Lawyer Dr. John Eastman said the Special Prosecutor (Mueller) should have NEVER been appointed in the first place. The entire exercise was fundamentally illegal. The Witch Hunt should never happen to another President of the U.S. again. A TOTAL SCAM! https://t.co/5sRAMhHAR8,7/8/2019 16:40
Thank you Ari! https://t.co/Ae2q0d07tb,7/8/2019 14:37
RT @ReaganBattalion: HUGE. https://t.co/Ay1RTx7UCK,7/8/2019 14:32
RT @ReaganBattalion: Full crowd shot. #July4thDC https://t.co/M59WdX9nQM,7/8/2019 14:29
RT @ReaganBattalion: Magical. https://t.co/aGzQUd5EFH,7/8/2019 14:28
A massive crowd that Fake News &amp; some Dems didn’t want to Report! https://t.co/RiRTP2hEJc,7/8/2019 14:27
RT @ReaganBattalion: God Bless America 🇺🇸 https://t.co/iLQnUb2VxY,7/8/2019 14:24
Cute! https://t.co/ylJfs6hh9g,7/8/2019 14:15
....their lowest rated show. Watch the @FoxNews weekend daytime anchors who are terrible go after her big time. That’s what they want - but it sure is not what the audience wants!,7/8/2019 3:17
Impossible to believe that @FoxNews has hired @donnabrazile the person fired by @CNN (after they tried to hide the bad facts &amp; failed) for giving Crooked Hillary Clinton the questions to a debate something unimaginable. Now she is all over Fox including Shep Smith by far....,7/8/2019 3:17
...a “source” of information (ask the Times what they paid for the Boston Globe &amp; what they sold it for (lost 1.5 Billion Dollars) or their old headquarters building disaster or their unfunded liability? @FoxNews is changing fast but they forgot the people who got them there!,7/7/2019 23:50
.....Comcast (NBC/MSNBC) Trump haters who do whatever Brian &amp; Steve tell them to do. Like CNN NBC is also way down in the ratings. But @FoxNews who failed in getting the very BORING Dem debates is now loading up with Democrats &amp; even using Fake unsourced @nytimes as....,7/7/2019 23:50
Watching @FoxNews weekend anchors is worse than watching low ratings Fake News @CNN or Lyin’ Brian Williams (remember when he totally fabricated a War Story trying to make himself into a hero &amp; got fired. A very dishonest journalist!) and the crew of degenerate......,7/7/2019 23:50
RT @hogangidley45: The Democrats hate @realDonaldTrump so much they lied about “collusion” lied about a “cover-up” lied about the “crisi…,7/7/2019 22:14
We are building the Wall now but the reason the badly needed Wall wasn’t approved in the Republican controlled House and Senate was that we had a very slim majority in the Senate &amp; needed 9 Democrat votes. They were totally unwilling to give Wall votes to us want Open Borders!,7/7/2019 21:09
....brought up not them) because the Dems won’t change the Loopholes and Asylum. Big Media Con Job!,7/7/2019 19:48
....United States Citizens first. Border Patrol and others in Law Enforcement have been doing a great job. We said there was a Crisis - the Fake News &amp; the Dems said it was “manufactured.” Now all agree we were right but they always knew that. They are crowded (which we.....,7/7/2019 19:48
The Fake News Media in particular the Failing @nytimes is writing phony and exaggerated accounts of the Border Detention Centers. First of all people should not be entering our Country illegally only for us to then have to care for them. We should be allowed to focus on .....,7/7/2019 19:48
Congratulations to the U.S. Women’s Soccer Team on winning the World Cup! Great and exciting play. America is proud of you all!,7/7/2019 19:11
RT @WhiteHouse: The 3 major U.S. stock indexes all closed with record highs Wednesday! https://t.co/UMvQTNn2r7,7/7/2019 19:03
RT @WhiteHouseCEA: Read more about the jobs numbers out today: https://t.co/RYxmJYJawi,7/7/2019 19:02
RT @WhiteHouse: https://t.co/K76BQeMLdk,7/7/2019 19:02
Last year was the first in 51 years where prescription drug prices actually went down but things have been and are being put in place that will drive them down substantially. If Dems would work with us in a bipartisan fashion we would get big results very fast!,7/7/2019 13:13
Sleepy Joe Biden just admitted he worked with segregationists and separately has already been very plain about the fact that he will be substantially raising everyone’s taxes if he becomes president. Ridiculously all Democrats want to substantially raise taxes!,7/7/2019 13:03
RT @SteveScalise: America’s economy thrives when you cut taxes and get harmful Washington regulations out of the way. Republicans and @real…,7/6/2019 23:01
RT @SteveScalise: .@realDonaldTrump continues to defy expectations &amp; deliver results for American workers! Democrats need to explain to eve…,7/6/2019 23:00
RT @SteveScalise: Did Joe Biden forget about Obama’s Secretary of State Hillary Clinton offering a “reset” with Russia undermining our nat…,7/6/2019 22:59
RT @SteveScalise: Joe Biden claims Russian election interference wouldn’t have happened on his watch or Obama’s watch. Seriously Joe?? I…,7/6/2019 22:59
Joe Biden is a reclamation project. Some things are just not salvageable. China and other countries that ripped us off for years are begging for him. He deserted our military our law enforcement and our healthcare. Added more debt than all other Presidents combined. Won’t win!,7/6/2019 12:45
RT @WVGovernor: Today we lost a WV superstar and I lost a very close friend. Our families go back to the beginning of the Cline empire - Pi…,7/6/2019 12:35
A wonderful man and great Republican! https://t.co/zgCu3ebS4j,7/6/2019 12:34
Great Coach Great Guy! https://t.co/TWAb8u9KIS,7/6/2019 12:33
Jerry will be getting the Presidential Medal of Freedom well deserved! https://t.co/45YXTurlQJ,7/6/2019 12:21
Democrats must change the Loophole &amp; Asylum Laws - but they probably won’t! They want Open Borders which means massive crime and drugs! https://t.co/IWxH16arMW,7/6/2019 12:17
RT @ericbolling: Some Photos (via B Tessler) https://t.co/zRsoLcJqlP,7/6/2019 12:13
RT @CBPSouthTexas: #CBP officers seize $4.1M in methamphetamine cocaine at Laredo Port of Entry. Read more here and below. https://t.co/KJ…,7/6/2019 12:13
RT @AmbJohnBolton: US is proud to be supporting Interim President Guaido &amp; the democratically elected National Assembly which is courageou…,7/6/2019 12:12
RT @Scavino45: https://t.co/fj4Nd2mQqW,7/6/2019 12:11
Our Country is the envy of the World. Thank you Mr. President! https://t.co/2h8mvu16YX,7/6/2019 12:11
....As well as we are doing from the day after the great Election when the Market shot right up it could have been even better - massive additional wealth would have been created &amp; used very well. Our most difficult problem is not our competitors it is the Federal Reserve!,7/6/2019 3:24
Strong jobs report low inflation and other countries around the world doing anything possible to take advantage of the United States knowing that our Federal Reserve doesn’t have a clue! They raised rates too soon too often &amp; tightened while others did just the opposite....,7/6/2019 3:24
My deepest sympathies go out to the family and friends of great businessman and energy expert Chris Cline his wonderful daughter Kameron and their friends on the tragic accident which took place in the Bahamas. The great people of West Virginia will never forget them!,7/6/2019 3:00
RT @LindseyGrahamSC: https://t.co/MdRdZWW2TTTo be clear – the situation at the southern border is out of control because Congress won’t d…,7/6/2019 2:48
Happy Birthday to our great United States @SecretService! https://t.co/RMgiPGnudZ,7/5/2019 21:47
“Record 157005000 Employed; 19th Record of Trump Era” https://t.co/syROOk1UOb,7/5/2019 14:30
JOBS JOBS JOBS! https://t.co/lWqvRNJDOW,7/5/2019 14:28
JOBS JOBS JOBS! https://t.co/lWqvRNJDOW,7/5/2019 14:27
RT @GrahamLedger: https://t.co/BflJJEmkRp,7/5/2019 4:04
RT @JackPosobiec: Amazing Trump address and only @OANN covered the full day on cable!,7/5/2019 4:00
RT @RandyRRQuaid: Wow! Rousing great speech great air show great bands!  The great pilots the great timing of the speech with the fly-ov…,7/5/2019 3:59
RT @PastorDScott: Bruce Zoldon Phil Grucci Phantom Fireworks and Fireworks by Grucci put on a TREMENDOUS display to cap off the Independ…,7/5/2019 3:56
RT @StewardshipAmer: Whenever you are in the Pensacola Florida area go see the famous Blues; they will make you so proud ~https://t.co/tB…,7/5/2019 3:56
RT @StewardshipAmer: Spectacular ~ https://t.co/oh0Wca8YYJ,7/5/2019 3:56
RT @StewardshipAmer: Thank you Mr. President. for a stupendous Independence Day tribute to our great nation and to all who have donned ou…,7/5/2019 3:55
RT @PressSec: Incredible to see all in attendance to hear our @POTUS speak &amp; celebrate our great nation’s Independence Day! 🇺🇸 https://t.co…,7/5/2019 3:53
Tammy is a great person! https://t.co/GRyl1OMsux,7/5/2019 3:52
Thanks Ari! https://t.co/WOOzufbzOL,7/5/2019 3:51
Thank you Marc! https://t.co/JQBUPW2EHJ,7/5/2019 3:50
"RT @MZHemingway: Good examples of corporate media failure here. ""8 Times The Media Said There Was No Crisis At The Southern Border"" https:/…",7/5/2019 3:49
"RT @Regnery: WATCH our first sneak peak of ""Justice on Trial: The Kavanaugh Confirmation and the Future of the Supreme Court"" by @MZHemingw…",7/5/2019 3:48
RT @ByronYork: Oh. That's different. From @AP: 'Harris says busing should be considered not mandated.' https://t.co/uRRalGihR1 https://t.c…,7/5/2019 3:46
RT @CBSNews: STUNNING: Fireworks filled the sky above the National Mall in Washington D.C. on Independence Day.  🎆 https://t.co/76QfY3Q4oI…,7/5/2019 3:44
RT @KimStrassel: Trump’s expansion of health reimbursement accounts is good news for workers. https://t.co/Qbj3qTNj5y via @WSJ,7/5/2019 3:42
RT @ByronYork: Attention Nike: The flag Colin Kaepernick told you was unacceptable on your shoes was displayed rather prominently at Barack…,7/5/2019 3:42
https://t.co/ldrobJIbrN,7/5/2019 3:16
RT @dcexaminer: When Biden landed in Iowa this week a new poll from A Focus on Rural America showed his support among Democrats in the sta…,7/5/2019 3:06
"RT @dcexaminer: ""It'd be hard for the Democrats to say 'well we started an investigation we shouldn't have and continued it by breaking t…",7/5/2019 1:54
RT @realDonaldTrump: A great crowd of tremendous Patriots this evening all the way back to the Washington Monument! #SaluteToAmerica🇺🇸 htt…,7/5/2019 1:31
RT @realDonaldTrump: #SaluteToAmerica🇺🇸#July4th https://t.co/CMxvvow5um,7/5/2019 1:31
RT @NBCNews: @NBCNewsNow Air Force One flies over the Lincoln Memorial Reflecting Pool at the start of President Trump’s Fourth of July cel…,7/5/2019 1:04
RT @SenTedCruz: It is time to end the crisis at our border. And the only way we will end this crisis is for Congress to stop the political…,7/5/2019 0:59
RT @BreitbartNews: Communists BURN American flag near the White House on Independence Day. https://t.co/8lyfZ5EBwd,7/5/2019 0:56
RT @chuckwoolery: Rain? who cares. This is what it really looked like. https://t.co/CFxPjWeuNq,7/5/2019 0:56
RT @rnlynn1958: What a great celebration. I’m in tears and proud. Being a Navy Brat I’m honestly overwhelmed with gratitude and pride.  Th…,7/5/2019 0:55
RT @charliekirk11: RT if you are THANKFUL to have @realDonaldTrump as President this beautiful Independence Day! https://t.co/E0JljJOTgX,7/5/2019 0:54
RT @charliekirk11: Despite the left’s best attempts at destroying a salute to America the place is PACKED!God bless @realDonaldTrump and…,7/5/2019 0:53
RT @JohnDePetroshow: Tonight is a perfect example where the critics of @realDonaldTrump criticize him and underestimate him. I have chills…,7/5/2019 0:51
RT @deronrossi: @realDonaldTrump The #SaluteToAmerica was awesome. Thanks to @FoxNews for covering it the program and flyovers were great.…,7/5/2019 0:50
RT @AndrewHClark: Epic. #America #TrumpSpeech https://t.co/T3aQTIsucg,7/5/2019 0:44
A great crowd of tremendous Patriots this evening all the way back to the Washington Monument! #SaluteToAmerica🇺🇸 https://t.co/nJghdfqIhX,7/5/2019 0:28
#SaluteToAmerica🇺🇸#July4th https://t.co/CMxvvow5um,7/5/2019 0:01
Weather looking good clearing rapidly and temperatures going down fast. See you in 45 minutes 6:30 to 7:00 P.M. at Lincoln Memorial!,7/4/2019 21:57
Been fully briefed on earthquake in Southern California. All seems to be very much under control!,7/4/2019 19:24
Looks like a lot of people already heading to SALUTE TO AMERICA at Lincoln Memorial. It will be well worth the trip and wait. See you there at 6:00 P.M. Amazing music and bands. Thank you ARMY!,7/4/2019 18:03
Great news for the Republican Party as one of the dumbest &amp; most disloyal men in Congress is “quitting” the Party. No Collusion No Obstruction! Knew he couldn’t get the nomination to run again in the Great State of Michigan. Already being challenged for his seat. A total loser!,7/4/2019 13:05
RT @TheOfficerTatum: What I have seen from the last two nights isn't America.These candidates are disgraceful. All I saw was pandering.…,7/4/2019 12:45
RT @RealCandaceO: You cannot be a victim and a victor at the same time. You can either choose to win or accept your status as a loser.…,7/4/2019 12:42
....and advanced aircraft anywhere in the World. Perhaps even Air Force One will do a low &amp; loud sprint over the crowd. That will start at 6:00P.M. but be there early. Then at 9:00 P.M. a great (to put it mildly) fireworks display. I will speak on behalf of our great Country!,7/4/2019 12:41
People are coming from far and wide to join us today and tonight for what is turning out to be one of the biggest celebrations in the history of our Country SALUTE TO AMERICA an all day event at the Lincoln Memorial culminating with large scale flyovers of the most modern.....,7/4/2019 12:41
....and advanced aircraft anywhere in the World. Perhaps even Aircraft One will do a low &amp; loud sprint over the crowd. That will start at 6:00P.M. but be there early. Then at 9:00 P.M. a great (to put it mildly) fireworks display. I will speak on behalf of our great Country!,7/4/2019 11:47
People are coming from far and wide to join us today and tonight for what is turning out to be one of the biggest celebrations in the history of our Country SALUTE TO AMERICA an all day event at the Lincoln Memorial culminating with large scale flyovers of the most modern.....,7/4/2019 11:47
HAPPY 4TH OF JULY!,7/4/2019 11:23
So important for our Country that the very simple and basic “Are you a Citizen of the United States?” question be allowed to be asked in the 2020 Census. Department of Commerce and the Department of Justice are working very hard on this even on the 4th of July!,7/4/2019 11:20
Today’s Stock Market is the highest in the history of our great Country! This is the 104th time since the Election of 2016 that we have reached a NEW HIGH. Congratulations USA!,7/4/2019 3:44
Iran has just issued a New Warning. Rouhani says that they will Enrich Uranium to “any amount we want” if there is no new Nuclear Deal. Be careful with the threats Iran. They can come back to bite you like nobody has been bitten before!,7/3/2019 20:33
Mexico is doing a far better job than the Democrats on the Border. Thank you Mexico!,7/3/2019 20:23
If Illegal Immigrants are unhappy with the conditions in the quickly built or refitted detentions centers just tell them not to come. All problems solved!,7/3/2019 20:22
.....Now if you really want to fix the Crisis at the Southern Border both humanitarian and otherwise tell migrants not to come into our country unless they are willing to do so legally and hopefully through a system based on Merit. This way we have no problems at all!,7/3/2019 19:31
.....came from and in far safer conditions. No matter how good things actually look even if perfect the Democrat visitors will act shocked &amp; aghast at how terrible things are. Just Pols. If they really want to fix them change the Immigration Laws and Loopholes. So easy to do!,7/3/2019 19:31
Our Border Patrol people are not hospital workers doctors or nurses. The Democrats bad Immigration Laws which could be easily fixed are the problem. Great job by Border Patrol above and beyond. Many of these illegals aliens are living far better now than where they.....,7/3/2019 19:31
The News Reports about the Department of Commerce dropping its quest to put the Citizenship Question on the Census is incorrect or to state it differently FAKE! We are absolutely moving forward as we must because of the importance of the answer to this question.,7/3/2019 15:06
Congratulations to Navy Seal Eddie Gallagher his wonderful wife Andrea and his entire family. You have been through much together. Glad I could help!,7/3/2019 14:47
The cost of our great Salute to America tomorrow will be very little compared to what it is worth. We own the planes we have the pilots the airport is right next door (Andrews) all we need is the fuel. We own the tanks and all. Fireworks are donated by two of the greats. Nice!,7/3/2019 14:30
China and Europe playing big currency manipulation game and pumping money into their system in order to compete with USA. We should MATCH or continue being the dummies who sit back and politely watch as other countries continue to play their games - as they have for many years!,7/3/2019 14:21
S&amp;P 500 hits new record high. Up 19% for the year. Congratulations!,7/3/2019 14:12
We have the greatest economy anywhere in the world. We have the greatest military anywhere in the world. Not bad!,7/3/2019 12:27
Our July 4th Salute to America at the Lincoln Memorial is looking to be really big. It will be the show of a lifetime!,7/3/2019 12:16
Iran was violating the 150 Billion Dollar (plus 1.8 Billion Dollar in CASH) Nuclear Deal with the United States and others who paid NOTHING long before I became President - and they have now breached their stockpile limit. Not good!,7/3/2019 4:06
....to do whatever is necessary to bring this most vital of questions and this very important case to a successful conclusion. USA! USA! USA!,7/3/2019 2:33
A very sad time for America when the Supreme Court of the United States won’t allow a question of “Is this person a Citizen of the United States?” to be asked on the #2020 Census! Going on for a long time. I have asked the Department of Commerce and the Department of Justice....,7/3/2019 2:33
Thanks @RobertJeffress! https://t.co/wFZyCyh3W6,7/3/2019 2:07
More great information from the @NatlParkService for Thursday’s Fourth of July Celebration here in Washington D.C. #SaluteToAmerica🇺🇸 https://t.co/AiZKkvBsh7,7/3/2019 1:58
https://t.co/hWiNicShLY,7/2/2019 22:43
....Judy is a Founding Member of the board of directors of Empower America and has served on the board of directors of Hilton Hotels.,7/2/2019 22:36
I am pleased to announce that it is my intention to nominate Judy Shelton Ph. D. U.S. Executive Dir European Bank of Reconstruction &amp; Development to be on the board of the Federal Reserve....,7/2/2019 22:36
